Probe Set ID	Gene Symbol	Gene Title	Gene ID
ENSMUSG00000070407	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	9953
ENSMUSG00000009093	GSTTP1	glutathione S-transferase theta pseudogene 1	na
ENSMUSG00000027272	UBR1	ubiquitin protein ligase E3 component n-recognin 1	197131
ENSMUSG00000067367	LYAR	Ly1 antibody reactive	55646
ENSMUSG00000075064	OR4X2	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)	119764
ENSMUSG00000031584	GSR	glutathione-disulfide reductase	2936
ENSMUSG00000076577	IGKV4-1	immunoglobulin kappa variable 4-1	na
ENSMUSG00000046204	PNMA2	paraneoplastic Ma antigen 2	10687
ENSMUSG00000006024	NAPA	NSF attachment protein alpha	8775
ENSMUSG00000029372	PPBP	pro-platelet basic protein	5473
ENSMUSG00000036858	PTCRA	pre T-cell antigen receptor alpha	171558
ENSMUSG00000032525	NKTR	natural killer cell triggering receptor	4820
ENSMUSG00000026427	EIF2D	eukaryotic translation initiation factor 2D	1939
ENSMUSG00000030339	LTBR	lymphotoxin beta receptor	4055
ENSMUSG00000021072	TMX1	thioredoxin related transmembrane protein 1	81542
ENSMUSG00000066438	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	400224
ENSMUSG00000040314	CTSG	cathepsin G	1511
ENSMUSG00000041014	NRG3	neuregulin 3	10718
ENSMUSG00000016200	SYT14	synaptotagmin 14	255928
ENSMUSG00000036138	ACAA1	acetyl-CoA acyltransferase 1	30
ENSMUSG00000052456	ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	439
ENSMUSG00000012520	PHOX2B	paired like homeobox 2b	8929
ENSMUSG00000021175	CDCA7L	cell division cycle associated 7 like	55536
ENSMUSG00000017195	ZPBP2	zona pellucida binding protein 2	124626
ENSMUSG00000066512	KLK1	kallikrein 1	3816
ENSMUSG00000079583	CXorf66	chromosome X open reading frame 66	347487
ENSMUSG00000079834	TMLHE	trimethyllysine hydroxylase, epsilon	55217
ENSMUSG00000022686	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	84002
ENSMUSG00000019822	SMPD2	sphingomyelin phosphodiesterase 2	6610
ENSMUSG00000073551	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)	153218
ENSMUSG00000028840	ZNF593	zinc finger protein 593	51042
ENSMUSG00000076749	TRGC2	T-cell receptor gamma constant 2	na
ENSMUSG00000040822	C14orf119	chromosome 14 open reading frame 119	55017
ENSMUSG00000045725	PRR15	proline rich 15	222171
ENSMUSG00000020388	PDLIM4	PDZ and LIM domain 4	8572
ENSMUSG00000026904	SLC4A10	solute carrier family 4 member 10	57282
ENSMUSG00000069844	SCO1	SCO1, cytochrome c oxidase assembly protein	6341
ENSMUSG00000034467	DYNLRB2	dynein light chain roadblock-type 2	83657
ENSMUSG00000027347	RASGRP1	RAS guanyl releasing protein 1	10125
ENSMUSG00000043487	ACOT6	acyl-CoA thioesterase 6	641372
ENSMUSG00000033377	PALMD	palmdelphin	54873
ENSMUSG00000045078	RNF216	ring finger protein 216	54476
ENSMUSG00000003348	MOB3A	MOB kinase activator 3A	126308
ENSMUSG00000026679	ENKUR	enkurin, TRPC channel interacting protein	219670
ENSMUSG00000024019	CMTR1	cap methyltransferase 1	23070
ENSMUSG00000010048	IFRD2	interferon related developmental regulator 2	7866
ENSMUSG00000020580	ROCK2	Rho associated coiled-coil containing protein kinase 2	9475
ENSMUSG00000082361	BTC	betacellulin	685
ENSMUSG00000042845	WFDC12	WAP four-disulfide core domain 12	128488
ENSMUSG00000034343	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	140739
ENSMUSG00000036022	FAM122B	family with sequence similarity 122B	159090
ENSMUSG00000031775	PLLP	plasmolipin	51090
ENSMUSG00000038895	ZNF653	zinc finger protein 653	115950
ENSMUSG00000039367	SEC24C	SEC24 homolog C, COPII coat complex component	9632
ENSMUSG00000022044	STMN4	stathmin 4	81551
ENSMUSG00000017999	DDX27	DEAD-box helicase 27	55661
ENSMUSG00000033491	PRSS35	protease, serine 35	167681
ENSMUSG00000036632	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	29880
ENSMUSG00000021587	PCSK1	proprotein convertase subtilisin/kexin type 1	5122
ENSMUSG00000039934	GSAP	gamma-secretase activating protein	54103
ENSMUSG00000006522	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	3699
ENSMUSG00000037410	TBC1D2B	TBC1 domain family member 2B	23102
ENSMUSG00000027822	SLC33A1	solute carrier family 33 member 1	9197
ENSMUSG00000025475	ADGRA1	adhesion G protein-coupled receptor A1	84435
ENSMUSG00000030378	SULT2A1	sulfotransferase family 2A member 1	6822
ENSMUSG00000033577	MYO6	myosin VI	4646
ENSMUSG00000058298	MCM9	minichromosome maintenance 9 homologous recombination repair factor	254394
ENSMUSG00000020198	AP3D1	adaptor related protein complex 3 delta 1 subunit	8943
ENSMUSG00000021541	TRPC7	transient receptor potential cation channel subfamily C member 7	57113
ENSMUSG00000078632	LRRC37A	leucine rich repeat containing 37A	9884
ENSMUSG00000039936	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	5293
ENSMUSG00000056054	S100A8	S100 calcium binding protein A8	6279
ENSMUSG00000038257	GLRA3	glycine receptor alpha 3	8001
ENSMUSG00000028397	KDM4C	lysine demethylase 4C	23081
ENSMUSG00000039294	C17orf62	chromosome 17 open reading frame 62	79415
ENSMUSG00000037731	THEMIS2	thymocyte selection associated family member 2	9473
ENSMUSG00000017737	MMP9	matrix metallopeptidase 9	4318
ENSMUSG00000078607	C17orf58	chromosome 17 open reading frame 58	284018
ENSMUSG00000070687	HTR1D	5-hydroxytryptamine receptor 1D	3352
ENSMUSG00000003123	LIPE	lipase E, hormone sensitive type	3991
ENSMUSG00000071550	CFAP44	cilia and flagella associated protein 44	55779
ENSMUSG00000047497	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792
ENSMUSG00000026809	SPACA9	sperm acrosome associated 9	11092
ENSMUSG00000029250	POLR2B	RNA polymerase II subunit B	5431
ENSMUSG00000059816	FAM159A	family with sequence similarity 159 member A	348378
ENSMUSG00000006335	TFPT	TCF3 fusion partner	29844
ENSMUSG00000056829	FOXB2	forkhead box B2	442425
ENSMUSG00000025511	TSPAN4	tetraspanin 4	7106
ENSMUSG00000019210	ATP6V1E1	ATPase H+ transporting V1 subunit E1	529
ENSMUSG00000030945	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	123876
ENSMUSG00000076878	TRAJ53	T-cell receptor alpha joining 53	na
ENSMUSG00000037621	ATOH8	atonal bHLH transcription factor 8	84913
ENSMUSG00000021963	SAP18	Sin3A associated protein 18	10284
ENSMUSG00000021314	AMPH	amphiphysin	273
ENSMUSG00000040183	ANKRD6	ankyrin repeat domain 6	22881
ENSMUSG00000024163	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	23162
ENSMUSG00000025195	DNMBP	dynamin binding protein	23268
ENSMUSG00000017720	TP53TG5	TP53 target 5	27296
ENSMUSG00000079157	FAM155A	family with sequence similarity 155 member A	728215
ENSMUSG00000053046	BRSK2	BR serine/threonine kinase 2	9024
ENSMUSG00000039376	SYNPO2L	synaptopodin 2 like	79933
ENSMUSG00000096329	TRAV22	T-cell receptor alpha variable 22	na
ENSMUSG00000040084	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	701
ENSMUSG00000016194	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	3290
ENSMUSG00000052698	TLN2	talin 2	83660
ENSMUSG00000020015	CDK17	cyclin dependent kinase 17	5128
ENSMUSG00000027365	TRPM7	transient receptor potential cation channel subfamily M member 7	54822
ENSMUSG00000034930	RTKN	rhotekin	6242
ENSMUSG00000074342	C1orf162	chromosome 1 open reading frame 162	128346
ENSMUSG00000029797	SSPO	SCO-spondin	23145
ENSMUSG00000024513	MBD2	methyl-CpG binding domain protein 2	8932
ENSMUSG00000025216	LBX1	ladybird homeobox 1	10660
ENSMUSG00000044519	ZNF488	zinc finger protein 488	118738
ENSMUSG00000045275	LCA5L	LCA5L, lebercilin like	150082
ENSMUSG00000028760	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	8672
ENSMUSG00000072680	TMEM254	transmembrane protein 254	80195
ENSMUSG00000021113	SNAPC1	small nuclear RNA activating complex polypeptide 1	6617
ENSMUSG00000038564	IFT172	intraflagellar transport 172	26160
ENSMUSG00000033854	KCNK10	potassium two pore domain channel subfamily K member 10	54207
ENSMUSG00000020782	LLGL2	LLGL2, scribble cell polarity complex component	3993
ENSMUSG00000064068	MTX1	metaxin 1	4580
ENSMUSG00000029151	SLC30A3	solute carrier family 30 member 3	7781
ENSMUSG00000029754	DLX6	distal-less homeobox 6	1750
ENSMUSG00000045282	TMEM86B	transmembrane protein 86B	255043
ENSMUSG00000024666	TMEM138	transmembrane protein 138	51524
ENSMUSG00000012705	RETN	resistin	56729
ENSMUSG00000073085	CLDN34	claudin 34	100288814
ENSMUSG00000022687	BOC	BOC cell adhesion associated, oncogene regulated	91653
ENSMUSG00000095304	PLAC9	placenta specific 9	219348
ENSMUSG00000029249	REST	RE1 silencing transcription factor	5978
ENSMUSG00000071478	HIST1H2AB	histone cluster 1 H2A family member b	8335
ENSMUSG00000040875	OSBPL10	oxysterol binding protein like 10	114884
ENSMUSG00000021575	AHRR	aryl-hydrocarbon receptor repressor	57491
ENSMUSG00000073008	GPR174	G protein-coupled receptor 174	84636
ENSMUSG00000025083	AFAP1L2	actin filament associated protein 1 like 2	84632
ENSMUSG00000026718	STAM	signal transducing adaptor molecule	8027
ENSMUSG00000011463	CPB1	carboxypeptidase B1	1360
ENSMUSG00000074472	ZNF709	zinc finger protein 709	163051
ENSMUSG00000106289	TRAV39	T-cell receptor alpha variable 39	na
ENSMUSG00000021457	SYK	spleen associated tyrosine kinase	6850
ENSMUSG00000079299	KLRB1	killer cell lectin like receptor B1	3820
ENSMUSG00000024286	CCNY	cyclin Y	219771
ENSMUSG00000041141	PNMA8A	paraneoplastic Ma antigen family member 8A	55228
ENSMUSG00000028452	VCP	valosin containing protein	7415
ENSMUSG00000035173	CCDC186	coiled-coil domain containing 186	55088
ENSMUSG00000044393	DSG2	desmoglein 2	1829
ENSMUSG00000022822	ABCC5	ATP binding cassette subfamily C member 5	10057
ENSMUSG00000041616	NPPA	natriuretic peptide A	4878
ENSMUSG00000078184	RBM8A	RNA binding motif protein 8A	9939
ENSMUSG00000022016	AKAP11	A-kinase anchoring protein 11	11215
ENSMUSG00000076759	TRAV4	T-cell receptor alpha variable 4	na
ENSMUSG00000075380	OR1L8	olfactory receptor family 1 subfamily L member 8	138881
ENSMUSG00000037996	SLC24A2	solute carrier family 24 member 2	25769
ENSMUSG00000109941	EXOSC6	exosome component 6	118460
ENSMUSG00000054814	USP46	ubiquitin specific peptidase 46	64854
ENSMUSG00000038866	ZCCHC2	zinc finger CCHC-type containing 2	54877
ENSMUSG00000096872	SCGB2A1	secretoglobin family 2A member 1	4246
ENSMUSG00000041354	RGL2	ral guanine nucleotide dissociation stimulator like 2	5863
ENSMUSG00000090874	AC135068.3		105369274
ENSMUSG00000030560	CTSC	cathepsin C	1075
ENSMUSG00000090700	CYP4F8	cytochrome P450 family 4 subfamily F member 8	11283
ENSMUSG00000020609	APOB	apolipoprotein B	338
ENSMUSG00000020226	SLC5A4	solute carrier family 5 member 4	6527
ENSMUSG00000044350	LACC1	laccase domain containing 1	144811
ENSMUSG00000030519	APBA2	amyloid beta precursor protein binding family A member 2	321
ENSMUSG00000034066	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	9855
ENSMUSG00000022403	ST13	ST13, Hsp70 interacting protein	6767
ENSMUSG00000069520	TMEM19	transmembrane protein 19	55266
ENSMUSG00000006307	KMT2B	lysine methyltransferase 2B	9757
ENSMUSG00000047298	KCNV2	potassium voltage-gated channel modifier subfamily V member 2	169522
ENSMUSG00000059256	GZMB	granzyme B	3002
ENSMUSG00000027230	CREB3L1	cAMP responsive element binding protein 3 like 1	90993
ENSMUSG00000032657	FAM189B	family with sequence similarity 189 member B	10712
ENSMUSG00000027420	BFSP1	beaded filament structural protein 1	631
ENSMUSG00000056162	CNDP1	carnosine dipeptidase 1	84735
ENSMUSG00000028893	SESN2	sestrin 2	83667
ENSMUSG00000054099	SLC25A40	solute carrier family 25 member 40	55972
ENSMUSG00000022466	RPAP3	RNA polymerase II associated protein 3	79657
ENSMUSG00000007594	HAPLN4	hyaluronan and proteoglycan link protein 4	404037
ENSMUSG00000058441	PANX2	pannexin 2	56666
ENSMUSG00000016150	TENM1	teneurin transmembrane protein 1	10178
ENSMUSG00000004018	FANCL	Fanconi anemia complementation group L	55120
ENSMUSG00000021218	GDI2	GDP dissociation inhibitor 2	2665
ENSMUSG00000040028	ELAVL1	ELAV like RNA binding protein 1	1994
ENSMUSG00000066097	CYP2J2	cytochrome P450 family 2 subfamily J member 2	1573
ENSMUSG00000027424	MGME1	mitochondrial genome maintenance exonuclease 1	92667
ENSMUSG00000025731	METTL26	methyltransferase like 26	84326
ENSMUSG00000037049	SMPD1	sphingomyelin phosphodiesterase 1	6609
ENSMUSG00000003746	MAN1A1	mannosidase alpha class 1A member 1	4121
ENSMUSG00000054920	KLHL5	kelch like family member 5	51088
ENSMUSG00000033933	VHL	von Hippel-Lindau tumor suppressor	7428
ENSMUSG00000027902	CHIA	chitinase, acidic	27159
ENSMUSG00000052921	ARHGEF15	Rho guanine nucleotide exchange factor 15	22899
ENSMUSG00000090173	FBXW10	F-box and WD repeat domain containing 10	10517
ENSMUSG00000004939	NMRK2	nicotinamide riboside kinase 2	27231
ENSMUSG00000028373	ASTN2	astrotactin 2	23245
ENSMUSG00000005677	NR1I3	nuclear receptor subfamily 1 group I member 3	9970
ENSMUSG00000022408	FAM83F	family with sequence similarity 83 member F	113828
ENSMUSG00000030056	ISY1	ISY1 splicing factor homolog	57461
ENSMUSG00000005883	SPO11	SPO11, initiator of meiotic double stranded breaks	23626
ENSMUSG00000095646	TRAV13-1	T-cell receptor alpha variable 13-1	na
ENSMUSG00000094792	TRAV13-1	T-cell receptor alpha variable 13-1	na
ENSMUSG00000004630	PCP2	Purkinje cell protein 2	126006
ENSMUSG00000024170	TELO2	telomere maintenance 2	9894
ENSMUSG00000090110	CMC4	C-X9-C motif containing 4	100272147
ENSMUSG00000058354	KRT6B	keratin 6B	3854
ENSMUSG00000028417	TAL2	TAL bHLH transcription factor 2	6887
ENSMUSG00000039518	CDSN	corneodesmosin	1041
ENSMUSG00000013629	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790
ENSMUSG00000033055	ANKRD54	ankyrin repeat domain 54	129138
ENSMUSG00000025784	CLEC3B	C-type lectin domain family 3 member B	7123
ENSMUSG00000030603	PSMC4	proteasome 26S subunit, ATPase 4	5704
ENSMUSG00000027905	DDX20	DEAD-box helicase 20	11218
ENSMUSG00000038225	PRIMPOL	primase and DNA directed polymerase	201973
ENSMUSG00000040629	MAEL	maelstrom spermatogenic transposon silencer	84944
ENSMUSG00000053985	ZFP14	ZFP14 zinc finger protein	57677
ENSMUSG00000025956	METTL21A	methyltransferase like 21A	151194
ENSMUSG00000035828	PIM3	Pim-3 proto-oncogene, serine/threonine kinase	415116
ENSMUSG00000030551	NR2F2	nuclear receptor subfamily 2 group F member 2	7026
ENSMUSG00000025362	RPS26	ribosomal protein S26	6231
ENSMUSG00000000305	CDH4	cadherin 4	1002
ENSMUSG00000095030	OR10G3	olfactory receptor family 10 subfamily G member 3	26533
ENSMUSG00000028176	LRRC7	leucine rich repeat containing 7	57554
ENSMUSG00000081225	CYP2J2	cytochrome P450 family 2 subfamily J member 2	1573
ENSMUSG00000078815	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6	59285
ENSMUSG00000021890	EAF1	ELL associated factor 1	85403
ENSMUSG00000101860	MINDY4B	MINDY family member 4B	na
ENSMUSG00000036168	CCDC38	coiled-coil domain containing 38	120935
ENSMUSG00000073791	EFCAB7	EF-hand calcium binding domain 7	84455
ENSMUSG00000039917	RHBDD2	rhomboid domain containing 2	57414
ENSMUSG00000032221	MNS1	meiosis specific nuclear structural 1	55329
ENSMUSG00000034684	SEMA3F	semaphorin 3F	6405
ENSMUSG00000024451	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	64411
ENSMUSG00000030158	CLEC12B	C-type lectin domain family 12 member B	387837
ENSMUSG00000037400	ATP11B	ATPase phospholipid transporting 11B (putative)	23200
ENSMUSG00000059114	LRRC74A	leucine rich repeat containing 74A	145497
ENSMUSG00000029597	SDS	serine dehydratase	10993
ENSMUSG00000025077	DCLRE1A	DNA cross-link repair 1A	9937
ENSMUSG00000037519	PPFIA1	PTPRF interacting protein alpha 1	8500
ENSMUSG00000058773	HIST1H1B	histone cluster 1 H1 family member b	3009
ENSMUSG00000050493	FAM167B	family with sequence similarity 167 member B	84734
ENSMUSG00000020698	CCT6B	chaperonin containing TCP1 subunit 6B	10693
ENSMUSG00000027306	NUSAP1	nucleolar and spindle associated protein 1	51203
ENSMUSG00000076750	TRGV11	T-cell receptor gamma variable 11 (non-functional)	na
ENSMUSG00000032305	FAM219B	family with sequence similarity 219 member B	57184
ENSMUSG00000022875	KNG1	kininogen 1	3827
ENSMUSG00000010307	TMEM86A	transmembrane protein 86A	144110
ENSMUSG00000097929	TUNAR	TCL1 upstream neural differentiation-associated RNA	100507043
ENSMUSG00000026705	KLHL20	kelch like family member 20	27252
ENSMUSG00000029752	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440
ENSMUSG00000049539	HIST1H1A	histone cluster 1 H1 family member a	3024
ENSMUSG00000016028	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620
ENSMUSG00000021678	F2RL1	F2R like trypsin receptor 1	2150
ENSMUSG00000063895	NUP58	nucleoporin 58	9818
ENSMUSG00000030161	GABARAPL1	GABA type A receptor associated protein like 1	23710
ENSMUSG00000095088	TRAV10	T-cell receptor alpha variable 10	na
ENSMUSG00000047945	MARCKSL1	MARCKS like 1	65108
ENSMUSG00000030156	CD69	CD69 molecule	969
ENSMUSG00000005611	MRVI1	murine retrovirus integration site 1 homolog	10335
ENSMUSG00000031078	CTTN	cortactin	2017
ENSMUSG00000047632	FGFBP3	fibroblast growth factor binding protein 3	143282
ENSMUSG00000015854	CD5L	CD5 molecule like	922
ENSMUSG00000006216	CLCNKA	chloride voltage-gated channel Ka	1187
ENSMUSG00000094356	IGKV3OR2-268	immunoglobulin kappa variable 3/OR2-268 (non-functional)	na
ENSMUSG00000050812	KIAA0368	KIAA0368	23392
ENSMUSG00000048450	MSX1	msh homeobox 1	4487
ENSMUSG00000102439	FLG	filaggrin	2312
ENSMUSG00000015711	PRUNE1	prune exopolyphosphatase 1	58497
ENSMUSG00000019230	LHX9	LIM homeobox 9	56956
ENSMUSG00000007946	PHOX2A	paired like homeobox 2a	401
ENSMUSG00000022350	WASHC5	WASH complex subunit 5	9897
ENSMUSG00000042426	DHX29	DExH-box helicase 29	54505
ENSMUSG00000043873	CHIA	chitinase, acidic	27159
ENSMUSG00000028688	TOE1	target of EGR1, member 1 (nuclear)	114034
ENSMUSG00000061603	AKAP6	A-kinase anchoring protein 6	9472
ENSMUSG00000026457	ADIPOR1	adiponectin receptor 1	51094
ENSMUSG00000031586	RBPMS	RNA binding protein with multiple splicing	11030
ENSMUSG00000002221	PAXIP1	PAX interacting protein 1	22976
ENSMUSG00000021791	DYDC2	DPY30 domain containing 2	84332
ENSMUSG00000058626	CAPN11	calpain 11	11131
ENSMUSG00000024990	RBP4	retinol binding protein 4	5950
ENSMUSG00000030787	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	10894
ENSMUSG00000026696	VAMP4	vesicle associated membrane protein 4	8674
ENSMUSG00000028982	SLC25A33	solute carrier family 25 member 33	84275
ENSMUSG00000027809	ETFDH	electron transfer flavoprotein dehydrogenase	2110
ENSMUSG00000027611	PROCR	protein C receptor	10544
ENSMUSG00000067942	ZNF665	zinc finger protein 665	79788
ENSMUSG00000030165	KLRD1	killer cell lectin like receptor D1	3824
ENSMUSG00000041115	IQSEC2	IQ motif and Sec7 domain 2	23096
ENSMUSG00000038005	HPF1	histone PARylation factor 1	54969
ENSMUSG00000042726	TRAFD1	TRAF-type zinc finger domain containing 1	10906
ENSMUSG00000049018	OR5C1	olfactory receptor family 5 subfamily C member 1	392391
ENSMUSG00000064140	TRIM38	tripartite motif containing 38	10475
ENSMUSG00000021680	CRHBP	corticotropin releasing hormone binding protein	1393
ENSMUSG00000051056	GJA10	gap junction protein alpha 10	84694
ENSMUSG00000030166	RAD52	RAD52 homolog, DNA repair protein	5893
ENSMUSG00000032274	CYP19A1	cytochrome P450 family 19 subfamily A member 1	1588
ENSMUSG00000032599	IP6K2	inositol hexakisphosphate kinase 2	51447
ENSMUSG00000038602	SLC35F1	solute carrier family 35 member F1	222553
ENSMUSG00000079025	GSDMC	gasdermin C	56169
ENSMUSG00000025952	CRYGC	crystallin gamma C	1420
ENSMUSG00000050628	UBALD2	UBA like domain containing 2	283991
ENSMUSG00000021772	NKIRAS1	NFKB inhibitor interacting Ras like 1	28512
ENSMUSG00000047085	LRRC4B	leucine rich repeat containing 4B	94030
ENSMUSG00000041359	TCL1A	T-cell leukemia/lymphoma 1A	8115
ENSMUSG00000029012	ORC5	origin recognition complex subunit 5	5001
ENSMUSG00000025482	ODF3	outer dense fiber of sperm tails 3	113746
ENSMUSG00000026657	FRMD4A	FERM domain containing 4A	55691
ENSMUSG00000034683	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C	151242
ENSMUSG00000015652	STEAP1B	STEAP family member 1B	256227
ENSMUSG00000037257	AAGAB	alpha- and gamma-adaptin binding protein	79719
